oid,sid,time,mac
25275,50,50541,48
25276,27,50551,80
25277,19,50551,18
25278,100,50551,63
25279,50,50551,76
25280,71,50551,69
25281,45,50561,13
25282,54,50561,42
25283,30,50561,32
25284,17,50561,68
25285,24,50561,92
25286,33,50571,74
25287,34,50571,1
25288,65,50571,47
25289,73,50571,69
25290,81,50571,3
25291,59,50581,60
25292,30,50581,66
25293,51,50581,52
25294,33,50581,12
25295,78,50581,77
25296,39,50591,66
25297,73,50591,12
25298,5,50591,82
25299,43,50591,77
25300,70,50591,36
25301,26,50601,5
25302,41,50601,4
25303,82,50601,26
25304,36,50601,75
25305,32,50601,79
25306,30,50611,91
25307,94,50611,65
25308,80,50611,36
25309,51,50611,28
25310,53,50611,84
25311,97,50621,31
25312,15,50621,90
25313,44,50621,16
25314,28,50621,43
25315,19,50621,60
25316,90,50631,70
25317,43,50631,32
25318,68,50631,82
25319,81,50631,88
25320,82,50631,10
25321,53,50641,18
25322,24,50641,6
25323,76,50641,51
25324,46,50641,40
25325,23,50641,35
25326,56,50651,17
25327,13,50651,82
25328,41,50651,26
25329,33,50651,50
25330,70,50651,67
25331,39,50661,88
25332,36,50661,3
25333,87,50661,81
25334,76,50661,31
25335,96,50661,17
25336,65,50671,7
25337,14,50671,60
25338,91,50671,40
25339,52,50671,90
25340,81,50671,65
25341,9,50681,68
25342,31,50681,96
25343,5,50681,99
25344,61,50681,23
25345,4,50681,22
25346,48,50691,75
25347,74,50691,19
25348,71,50691,48
25349,9,50691,79
25350,45,50691,11
25351,19,50701,14
25352,71,50701,81
25353,15,50701,88
25354,28,50701,85
25355,68,50701,29
25356,5,50711,50
25357,1,50711,96
25358,1,50711,66
25359,4,50711,59
25360,37,50711,74
25361,70,50721,99
25362,7,50721,32
25363,51,50721,56
25364,32,50721,10
25365,96,50721,39
25366,78,50731,32
25367,97,50731,98
25368,41,50731,92
25369,23,50731,44
25370,96,50731,7
25371,22,50741,81
25372,32,50741,21
25373,24,50741,87
25374,27,50741,57
25375,27,50741,73
25376,82,50751,47
25377,98,50751,2
25378,44,50751,17
25379,14,50751,49
25380,42,50751,93
25381,54,50761,19
25382,34,50761,22
25383,9,50761,99
25384,84,50761,3
25385,66,50761,44
25386,71,50771,78
25387,50,50771,86
25388,4,50771,80
25389,69,50771,59
25390,37,50771,47
25391,3,50781,35
25392,73,50781,41
25393,21,50781,96
25394,63,50781,15
25395,19,50781,55
25396,51,50791,49
25397,27,50791,85
25398,94,50791,90
25399,71,50791,58
25400,70,50791,25
25401,71,50801,78
25402,70,50801,58
25403,12,50801,11
25404,58,50801,13
25405,92,50801,31
25406,95,50811,22
25407,58,50811,29
25408,67,50811,57
25409,29,50811,65
25410,31,50811,43
25411,90,50821,83
25412,69,50821,12
25413,60,50821,21
25414,53,50821,96
25415,43,50821,7
25416,32,50831,27
25417,11,50831,22
25418,42,50831,98
25419,77,50831,91
25420,60,50831,45
25421,69,50841,23
25422,43,50841,26
25423,92,50841,35
25424,84,50841,57
25425,85,50841,21
25426,51,50851,50
25427,3,50851,74
25428,16,50851,68
25429,13,50851,37
25430,42,50851,84
25431,20,50861,67
25432,3,50861,15
25433,76,50861,55
25434,100,50861,97
25435,67,50861,30
25436,85,50871,84
25437,30,50871,61
25438,13,50871,65
25439,83,50871,15
25440,92,50871,42
25441,65,50881,32
25442,2,50881,97
25443,77,50881,96
25444,39,50881,99
25445,38,50881,79
25446,5,50891,88
25447,20,50891,86
25448,8,50891,28
25449,51,50891,35
25450,51,50891,58
25451,44,50901,22
25452,90,50901,62
25453,59,50901,68
25454,19,50901,2
25455,31,50901,64
25456,89,50911,86
25457,87,50911,98
25458,9,50911,63
25459,96,50911,9
25460,47,50911,65
25461,69,50921,47
25462,18,50921,28
25463,4,50921,67
25464,17,50921,1
25465,38,50921,64
25466,47,50931,89
25467,28,50931,33
25468,52,50931,92
25469,84,50931,25
25470,44,50931,99
25471,77,50941,86
25472,6,50941,75
25473,26,50941,52
25474,23,50941,10
25475,36,50941,60
25476,75,50951,1
25477,49,50951,73
25478,44,50951,86
25479,5,50951,23
25480,77,50951,93
25481,80,50961,16
25482,42,50961,17
25483,80,50961,55
25484,91,50961,4
25485,37,50961,6
25486,21,50971,39
25487,78,50971,63
25488,8,50971,50
25489,17,50971,48
25490,50,50971,33
25491,34,50981,78
25492,22,50981,26
25493,60,50981,44
25494,30,50981,55
25495,28,50981,12
25496,38,50991,67
25497,98,50991,57
25498,37,50991,5
25499,29,50991,39
25500,33,50991,62
25501,57,51001,67
25502,31,51001,48
25503,46,51001,66
25504,90,51001,63
25505,62,51001,92
25506,4,51011,40
25507,82,51011,47
25508,37,51011,50
25509,36,51011,19
25510,83,51011,7
25511,46,51021,45
25512,2,51021,99
25513,1,51021,63
25514,92,51021,22
25515,66,51021,68
25516,74,51031,81
25517,83,51031,13
25518,55,51031,27
25519,23,51031,68
25520,19,51031,47
25521,69,51041,22
25522,67,51041,62
25523,73,51041,96
25524,40,51041,86
25525,39,51041,41
25526,67,51051,2
25527,85,51051,12
25528,32,51051,52
25529,19,51051,54
25530,23,51051,21
25531,26,51061,75
25532,33,51061,44
25533,32,51061,91
25534,99,51061,68
25535,3,51061,18
25536,12,51071,73
25537,97,51071,59
25538,57,51071,96
25539,62,51071,83
25540,67,51071,90
25541,82,51081,13
25542,19,51081,10
25543,64,51081,91
25544,44,51081,67
25545,69,51081,85
25546,69,51091,38
25547,83,51091,24
25548,53,51091,32
25549,88,51091,56
25550,52,51091,44
25551,59,51101,96
25552,84,51101,72
25553,43,51101,57
25554,52,51101,93
25555,11,51101,68
25556,94,51111,73
25557,27,51111,6
25558,28,51111,32
25559,100,51111,12
25560,68,51111,45
25561,68,51121,56
25562,32,51121,28
25563,33,51121,76
25564,38,51121,73
25565,42,51121,75
25566,82,51131,55
25567,76,51131,47
25568,81,51131,2
25569,41,51131,26
25570,52,51131,1
25571,26,51141,4
25572,93,51141,37
25573,77,51141,14
25574,58,51141,65
25575,51,51141,34
25576,64,51151,43
25577,19,51151,3
25578,28,51151,65
25579,80,51151,88
25580,83,51151,59
25581,76,51161,36
25582,88,51161,41
25583,71,51161,78
25584,22,51161,9
25585,68,51161,64
25586,18,51171,44
25587,48,51171,49
25588,63,51171,61
25589,80,51171,72
25590,77,51171,40
25591,83,51181,49
25592,1,51181,67
25593,49,51181,93
25594,28,51181,79
25595,73,51181,2
25596,27,51191,1
25597,97,51191,63
25598,15,51191,60
25599,20,51191,34
25600,87,51191,89
25601,18,51201,87
25602,76,51201,29
25603,99,51201,27
25604,73,51201,9
25605,26,51201,57
25606,98,51211,56
25607,6,51211,31
25608,73,51211,88
25609,3,51211,41
25610,30,51211,19
25611,6,51221,58
25612,9,51221,11
25613,23,51221,60
25614,19,51221,9
25615,48,51221,36
25616,30,51231,78
25617,84,51231,28
25618,90,51231,93
25619,30,51231,54
25620,80,51231,46
25621,9,51241,24
25622,46,51241,92
25623,79,51241,65
25624,50,51241,34
25625,69,51241,1
25626,49,51251,73
25627,13,51251,70
25628,60,51251,4
25629,56,51251,24
25630,14,51251,15
25631,38,51261,16
25632,77,51261,90
25633,5,51261,71
25634,71,51261,50
25635,6,51261,31
25636,37,51271,81
25637,84,51271,9
25638,48,51271,15
25639,87,51271,56
25640,87,51271,69
25641,31,51281,30
25642,58,51281,43
25643,23,51281,66
25644,48,51281,54
25645,64,51281,55
25646,23,51291,55
25647,37,51291,31
25648,35,51291,39
25649,87,51291,61
25650,15,51291,57
25651,78,51301,3
25652,49,51301,71
25653,11,51301,9
25654,63,51301,20
25655,4,51301,80
25656,22,51311,30
25657,89,51311,99
25658,68,51311,43
25659,89,51311,20
25660,100,51311,33
25661,46,51321,20
25662,54,51321,82
25663,56,51321,92
25664,21,51321,65
25665,95,51321,36
25666,30,51331,45
25667,3,51331,24
25668,12,51331,28
25669,79,51331,16
25670,64,51331,8
25671,73,51341,81
25672,13,51341,3
25673,99,51341,92
25674,12,51341,17
25675,2,51341,50
25676,45,51351,46
25677,31,51351,23
25678,12,51351,39
25679,96,51351,51
25680,86,51351,22
25681,20,51361,15
25682,68,51361,9
25683,20,51361,43
25684,78,51361,71
25685,33,51361,61
25686,98,51371,75
25687,69,51371,38
25688,91,51371,4
25689,79,51371,16
25690,79,51371,1
25691,18,51381,84
25692,46,51381,67
25693,59,51381,79
25694,99,51381,46
25695,22,51381,94
25696,8,51391,45
25697,36,51391,54
25698,65,51391,79
25699,58,51391,51
25700,68,51391,75
25701,23,51401,79
25702,18,51401,4
25703,27,51401,28
25704,36,51401,69
25705,70,51401,31
25706,59,51411,62
25707,3,51411,45
25708,29,51411,7
25709,46,51411,63
25710,33,51411,18
25711,42,51421,95
25712,12,51421,25
25713,82,51421,7
25714,30,51421,70
25715,73,51421,31
25716,20,51431,53
25717,98,51431,27
25718,95,51431,85
25719,60,51431,48
25720,14,51431,84
25721,26,51441,15
25722,29,51441,42
25723,35,51441,82
25724,23,51441,39
25725,41,51441,85
25726,11,51451,96
25727,61,51451,92
25728,80,51451,72
25729,17,51451,18
25730,91,51451,7
25731,61,51461,97
25732,23,51461,96
25733,42,51461,65
25734,7,51461,5
25735,3,51461,2
25736,23,51471,35
25737,69,51471,93
25738,35,51471,78
25739,46,51471,42
25740,91,51471,5
25741,37,51481,95
25742,87,51481,43
25743,21,51481,78
25744,98,51481,57
25745,46,51481,8
25746,55,51491,99
25747,100,51491,31
25748,89,51491,21
25749,8,51491,85
25750,76,51491,16
25751,22,51501,41
25752,47,51501,62
25753,23,51501,65
25754,44,51501,23
25755,88,51501,61
25756,66,51511,69
25757,49,51511,52
25758,61,51511,88
25759,23,51511,81
25760,16,51511,63
25761,74,51521,95
25762,29,51521,75
25763,19,51521,48
25764,31,51521,1
25765,83,51521,45
25766,57,51531,52
25767,15,51531,46
25768,31,51531,29
25769,68,51531,25
25770,16,51531,43
25771,46,51541,16
25772,28,51541,70
25773,37,51541,23
25774,51,51541,48
25775,58,51541,51
25776,5,51551,27
25777,69,51551,26
25778,25,51551,34
25779,70,51551,76
25780,27,51551,90
25781,53,51561,75
25782,7,51561,13
25783,38,51561,66
25784,23,51561,21
25785,43,51561,94
25786,49,51571,69
25787,54,51571,80
25788,89,51571,31
25789,8,51571,10
25790,17,51571,64
25791,86,51581,90
25792,29,51581,51
25793,52,51581,70
25794,97,51581,42
25795,36,51581,52
25796,37,51591,43
25797,71,51591,60
25798,60,51591,84
25799,42,51591,18
25800,32,51591,21
25801,89,51601,51
25802,38,51601,62
25803,72,51601,85
25804,2,51601,36
25805,3,51601,29
25806,6,51611,2
25807,76,51611,11
25808,57,51611,92
25809,35,51611,38
25810,27,51611,42
25811,61,51621,58
25812,59,51621,43
25813,83,51621,96
25814,44,51621,95
25815,28,51621,82
25816,44,51631,87
25817,79,51631,49
25818,79,51631,51
25819,50,51631,68
25820,92,51631,59
25821,72,51641,62
25822,28,51641,85
25823,61,51641,18
25824,23,51641,21
25825,61,51641,65
25826,13,51651,72
25827,81,51651,89
25828,56,51651,86
25829,29,51651,56
25830,77,51651,32
25831,31,51661,49
25832,67,51661,99
25833,99,51661,97
25834,10,51661,92
25835,62,51661,91
25836,38,51671,42
25837,96,51671,85
25838,27,51671,96
25839,100,51671,73
25840,76,51671,9
25841,9,51681,72
25842,8,51681,4
25843,1,51681,19
25844,46,51681,21
25845,32,51681,91
25846,31,51691,6
25847,92,51691,11
25848,50,51691,14
25849,92,51691,91
25850,32,51691,19
25851,24,51701,77
25852,93,51701,21
25853,47,51701,89
25854,50,51701,17
25855,62,51701,2
25856,65,51711,18
25857,63,51711,36
25858,57,51711,43
25859,88,51711,85
25860,69,51711,84
25861,44,51721,21
25862,76,51721,70
25863,60,51721,10
25864,4,51721,14
25865,65,51721,48
25866,18,51731,3
25867,65,51731,97
25868,72,51731,38
25869,16,51731,37
25870,89,51731,90
25871,11,51741,10
25872,93,51741,91
25873,29,51741,62
25874,27,51741,39
25875,2,51741,64
25876,91,51751,97
25877,84,51751,44
25878,76,51751,29
25879,57,51751,3
25880,35,51751,67
25881,46,51761,29
25882,64,51761,42
25883,91,51761,80
25884,46,51761,25
25885,77,51761,93
25886,72,51771,11
25887,28,51771,59
25888,50,51771,37
25889,12,51771,20
25890,10,51771,84
25891,37,51781,29
25892,64,51781,18
25893,90,51781,75
25894,42,51781,17
25895,66,51781,86
25896,40,51791,81
25897,46,51791,11
25898,98,51791,49
25899,34,51791,31
25900,92,51791,94
25901,17,51801,37
25902,44,51801,48
25903,31,51801,67
25904,34,51801,1
25905,63,51801,26
25906,38,51811,76
25907,15,51811,36
25908,52,51811,33
25909,74,51811,16
25910,7,51811,80
25911,28,51821,34
25912,95,51821,52
25913,89,51821,69
25914,51,51821,20
25915,20,51821,41
25916,77,51831,20
25917,71,51831,86
25918,85,51831,88
25919,3,51831,8
25920,93,51831,72
25921,91,51841,3
25922,3,51841,92
25923,15,51841,17
25924,3,51841,27
25925,63,51841,42
25926,45,51851,46
25927,43,51851,2
25928,59,51851,74
25929,94,51851,42
25930,7,51851,3
25931,98,51861,95
25932,6,51861,35
25933,9,51861,44
25934,78,51861,80
25935,55,51861,2
25936,97,51871,12
25937,54,51871,33
25938,44,51871,82
25939,67,51871,6
25940,53,51871,63
25941,84,51881,40
25942,54,51881,62
25943,40,51881,63
25944,27,51881,96
25945,95,51881,20
25946,72,51891,9
25947,95,51891,94
25948,83,51891,79
25949,69,51891,96
25950,33,51891,64
25951,30,51901,50
25952,9,51901,94
25953,48,51901,36
25954,68,51901,24
25955,30,51901,68
25956,10,51911,81
25957,98,51911,5
25958,29,51911,30
25959,70,51911,63
25960,45,51911,62
25961,4,51921,40
25962,32,51921,3
25963,62,51921,52
25964,44,51921,4
25965,52,51921,89
25966,30,51931,50
25967,80,51931,22
25968,92,51931,15
25969,50,51931,46
25970,33,51931,4
25971,66,51941,59
25972,74,51941,70
25973,54,51941,53
25974,62,51941,65
25975,49,51941,57
25976,54,51951,39
25977,86,51951,22
25978,74,51951,26
25979,75,51951,1
25980,7,51951,31
25981,89,51961,46
25982,20,51961,94
25983,23,51961,86
25984,93,51961,9
25985,91,51961,23
25986,97,51971,55
25987,73,51971,67
25988,61,51971,92
25989,35,51971,32
25990,32,51971,36
25991,64,51981,58
25992,1,51981,18
25993,84,51981,26
25994,99,51981,76
25995,58,51981,49
25996,11,51991,38
25997,74,51991,66
25998,64,51991,29
25999,66,51991,62
26000,70,51991,13
26001,32,52001,83
26002,47,52001,65
26003,41,52001,40
26004,72,52001,23
26005,91,52001,89
26006,34,52011,64
26007,44,52011,52
26008,45,52011,49
26009,57,52011,60
26010,48,52011,42
26011,1,52021,60
26012,49,52021,53
26013,25,52021,58
26014,89,52021,43
26015,37,52021,15
26016,61,52031,3
26017,25,52031,15
26018,69,52031,29
26019,64,52031,1
26020,51,52031,28
26021,33,52041,78
26022,37,52041,28
26023,53,52041,19
26024,77,52041,11
26025,76,52041,46
26026,3,52051,73
26027,54,52051,66
26028,100,52051,89
26029,50,52051,24
26030,65,52051,91
26031,27,52061,62
26032,16,52061,82
26033,32,52061,97
26034,74,52061,64
26035,76,52061,24
26036,1,52071,50
26037,29,52071,92
26038,32,52071,41
26039,42,52071,39
26040,50,52071,77
26041,54,52081,17
26042,76,52081,46
26043,49,52081,44
26044,83,52081,29
26045,98,52081,98
26046,53,52091,17
26047,82,52091,49
26048,86,52091,67
26049,19,52091,97
26050,82,52091,28
26051,65,52101,68
26052,20,52101,35
26053,9,52101,34
26054,97,52101,38
26055,53,52101,42
26056,16,52111,12
26057,9,52111,78
26058,1,52111,82
26059,36,52111,68
26060,59,52111,60
26061,16,52121,9
26062,82,52121,89
26063,79,52121,77
26064,13,52121,35
26065,69,52121,12
26066,57,52131,82
26067,32,52131,78
26068,73,52131,51
26069,30,52131,99
26070,88,52131,25
26071,93,52141,23
26072,73,52141,6
26073,35,52141,52
26074,19,52141,27
26075,38,52141,38
26076,14,52151,35
26077,67,52151,49
26078,87,52151,36
26079,1,52151,1
26080,94,52151,62
26081,4,52161,24
26082,2,52161,50
26083,82,52161,36
26084,13,52161,74
26085,46,52161,81
26086,16,52171,71
26087,57,52171,66
26088,96,52171,15
26089,29,52171,62
26090,53,52171,83
26091,69,52181,53
26092,88,52181,2
26093,73,52181,16
26094,58,52181,44
26095,93,52181,35
26096,3,52191,39
26097,30,52191,60
26098,14,52191,34
26099,88,52191,93
26100,3,52191,64
26101,74,52201,21
26102,73,52201,57
26103,28,52201,66
26104,38,52201,51
26105,94,52201,8
26106,56,52211,6
26107,51,52211,10
26108,56,52211,29
26109,54,52211,88
26110,76,52211,12
26111,83,52221,33
26112,93,52221,82
26113,40,52221,68
26114,89,52221,7
26115,56,52221,94
26116,20,52231,42
26117,54,52231,36
26118,44,52231,1
26119,34,52231,71
26120,70,52231,29
26121,5,52241,95
26122,27,52241,1
26123,63,52241,74
26124,66,52241,88
26125,68,52241,80
26126,95,52251,71
26127,24,52251,92
26128,22,52251,18
26129,22,52251,41
26130,90,52251,46
26131,16,52261,88
26132,28,52261,95
26133,10,52261,43
26134,77,52261,37
26135,56,52261,54
26136,59,52271,68
26137,53,52271,34
26138,95,52271,57
26139,23,52271,6
26140,17,52271,48
26141,6,52281,29
26142,91,52281,70
26143,88,52281,98
26144,29,52281,58
26145,80,52281,43
26146,83,52291,7
26147,53,52291,45
26148,28,52291,68
26149,94,52291,88
26150,31,52291,18
26151,80,52301,68
26152,50,52301,16
26153,43,52301,89
26154,79,52301,35
26155,27,52301,49
26156,2,52311,10
26157,28,52311,52
26158,99,52311,63
26159,9,52311,30
26160,42,52311,89
26161,81,52321,63
26162,95,52321,50
26163,27,52321,11
26164,29,52321,48
26165,97,52321,17
26166,50,52331,50
26167,79,52331,3
26168,96,52331,47
26169,68,52331,19
26170,87,52331,15
26171,70,52341,41
26172,23,52341,96
26173,78,52341,40
26174,10,52341,13
26175,45,52341,75
26176,98,52351,54
26177,64,52351,14
26178,90,52351,67
26179,24,52351,64
26180,99,52351,3
26181,81,52361,66
26182,73,52361,1
26183,90,52361,54
26184,93,52361,16
26185,58,52361,3
26186,96,52371,67
26187,26,52371,86
26188,81,52371,79
26189,27,52371,90
26190,71,52371,50
26191,15,52381,10
26192,17,52381,6
26193,34,52381,46
26194,34,52381,5
26195,97,52381,59
26196,51,52391,1
26197,19,52391,21
26198,88,52391,92
26199,62,52391,82
26200,59,52391,28
26201,89,52401,68
26202,80,52401,63
26203,9,52401,84
26204,14,52401,47
26205,97,52401,36
26206,98,52411,13
26207,51,52411,88
26208,28,52411,85
26209,7,52411,70
26210,66,52411,98
26211,42,52421,84
26212,98,52421,76
26213,3,52421,47
26214,67,52421,32
26215,54,52421,81
26216,41,52431,58
26217,70,52431,89
26218,88,52431,71
26219,12,52431,67
26220,89,52431,93
26221,15,52441,86
26222,23,52441,48
26223,57,52441,49
26224,34,52441,35
26225,70,52441,60
26226,34,52451,10
26227,99,52451,11
26228,45,52451,2
26229,17,52451,97
26230,58,52451,42
26231,60,52461,96
26232,85,52461,11
26233,68,52461,5
26234,75,52461,31
26235,70,52461,17
26236,60,52471,80
26237,92,52471,62
26238,93,52471,86
26239,52,52471,55
26240,32,52471,8
26241,30,52481,10
26242,42,52481,26
26243,69,52481,12
26244,51,52481,59
26245,24,52481,41
26246,37,52491,95
26247,21,52491,58
26248,5,52491,72
26249,26,52491,30
26250,26,52491,35
26251,35,52501,61
26252,13,52501,58
26253,76,52501,76
26254,88,52501,36
26255,36,52501,48
26256,44,52511,1
26257,35,52511,59
26258,49,52511,36
26259,96,52511,39
26260,6,52511,52
26261,33,52521,35
26262,35,52521,59
26263,44,52521,4
26264,36,52521,23
26265,27,52521,77
26266,57,52531,33
26267,38,52531,41
26268,29,52531,89
26269,8,52531,3
26270,95,52531,60
26271,18,52541,81
26272,48,52541,30
26273,24,52541,31
26274,61,52541,76
26275,20,52541,54
26276,29,52551,61
26277,68,52551,13
26278,91,52551,69
26279,37,52551,49
26280,29,52551,76
26281,95,52561,56
26282,20,52561,54
26283,11,52561,77
26284,22,52561,44
26285,57,52561,93
26286,20,52571,33
26287,44,52571,54
26288,71,52571,41
26289,24,52571,4
26290,68,52571,44
26291,97,52581,14
26292,80,52581,86
26293,77,52581,37
26294,66,52581,30
26295,88,52581,2
26296,67,52591,58
26297,66,52591,71
26298,38,52591,47
26299,95,52591,68
26300,63,52591,11
26301,69,52601,32
26302,53,52601,27
26303,68,52601,54
26304,24,52601,82
26305,93,52601,86
26306,4,52611,51
26307,14,52611,96
26308,68,52611,91
26309,58,52611,89
26310,58,52611,15
26311,8,52621,41
26312,85,52621,66
26313,39,52621,4
26314,23,52621,1
26315,44,52621,78
26316,58,52631,1
26317,55,52631,57
26318,59,52631,54
26319,66,52631,10
26320,80,52631,14
26321,38,52641,33
26322,40,52641,36
26323,15,52641,76
26324,100,52641,58
26325,28,52641,24
26326,58,52651,51
26327,68,52651,1
26328,57,52651,75
26329,22,52651,29
26330,49,52651,43
26331,41,52661,51
26332,20,52661,68
26333,56,52661,5
26334,39,52661,40
26335,8,52661,18
26336,1,52671,71
26337,91,52671,3
26338,18,52671,1
26339,43,52671,50
26340,83,52671,73
26341,13,52681,3
26342,89,52681,12
26343,26,52681,63
26344,69,52681,85
26345,68,52681,87
26346,63,52691,46
26347,45,52691,92
26348,72,52691,51
26349,69,52691,89
26350,75,52691,66
26351,74,52701,94
26352,77,52701,75
26353,81,52701,91
26354,6,52701,21
26355,89,52701,85
26356,5,52711,39
26357,83,52711,64
26358,100,52711,51
26359,90,52711,17
26360,89,52711,44
26361,17,52721,41
26362,95,52721,80
26363,71,52721,87
26364,35,52721,74
26365,42,52721,96
26366,9,52731,88
26367,74,52731,21
26368,20,52731,74
26369,45,52731,4
26370,30,52731,59
26371,35,52741,98
26372,3,52741,80
26373,8,52741,45
26374,10,52741,29
26375,77,52741,4
26376,8,52751,7
26377,24,52751,97
26378,99,52751,65
26379,58,52751,46
26380,72,52751,79
26381,47,52761,23
26382,28,52761,22
26383,14,52761,53
26384,29,52761,16
26385,99,52761,17
26386,11,52771,32
26387,6,52771,59
26388,14,52771,12
26389,18,52771,24
26390,44,52771,87
26391,43,52781,97
26392,20,52781,20
26393,18,52781,79
26394,7,52781,58
26395,73,52781,51
26396,7,52791,72
26397,84,52791,3
26398,20,52791,14
26399,71,52791,34
26400,68,52791,49
26401,68,52801,32
26402,2,52801,29
26403,54,52801,5
26404,67,52801,33
26405,60,52801,87
26406,56,52811,27
26407,65,52811,16
26408,56,52811,22
26409,77,52811,82
26410,78,52811,98
26411,17,52821,52
26412,56,52821,92
26413,60,52821,48
26414,30,52821,99
26415,80,52821,32
26416,83,52831,78
26417,68,52831,13
26418,11,52831,39
26419,83,52831,86
26420,81,52831,28
26421,6,52841,85
26422,14,52841,34
26423,97,52841,38
26424,75,52841,68
26425,25,52841,89
26426,13,52851,38
26427,97,52851,36
26428,82,52851,22
26429,96,52851,65
26430,26,52851,83
26431,46,52861,47
26432,6,52861,5
26433,87,52861,51
26434,17,52861,35
26435,81,52861,67
26436,32,52871,86
26437,33,52871,19
26438,13,52871,2
26439,38,52871,59
26440,80,52871,34
26441,63,52881,22
26442,61,52881,50
26443,92,52881,19
26444,6,52881,98
26445,97,52881,6
26446,97,52891,15
26447,11,52891,82
26448,17,52891,51
26449,43,52891,98
26450,71,52891,25
26451,88,52901,45
26452,85,52901,74
26453,9,52901,99
26454,77,52901,81
26455,72,52901,47
26456,17,52911,2
26457,24,52911,72
26458,49,52911,19
26459,44,52911,28
26460,55,52911,54
26461,59,52921,40
26462,92,52921,9
26463,23,52921,14
26464,65,52921,83
26465,25,52921,78
26466,57,52931,33
26467,21,52931,25
26468,24,52931,99
26469,67,52931,79
26470,76,52931,66
26471,89,52941,94
26472,52,52941,16
26473,54,52941,9
26474,49,52941,49
26475,28,52941,5
26476,18,52951,35
26477,1,52951,43
26478,17,52951,63
26479,32,52951,58
26480,74,52951,41
26481,41,52961,30
26482,17,52961,78
26483,49,52961,25
26484,20,52961,20
26485,4,52961,23
26486,44,52971,23
26487,96,52971,54
26488,24,52971,5
26489,37,52971,45
26490,20,52971,46
26491,56,52981,59
26492,24,52981,28
26493,11,52981,85
26494,10,52981,16
26495,90,52981,83
26496,2,52991,61
26497,44,52991,59
26498,4,52991,33
26499,4,52991,72
26500,80,52991,92
26501,71,53001,18
26502,38,53001,33
26503,69,53001,11
26504,73,53001,90
26505,99,53001,9
26506,41,53011,61
26507,8,53011,73
26508,77,53011,23
26509,40,53011,57
26510,4,53011,90
26511,75,53021,98
26512,40,53021,88
26513,94,53021,34
26514,52,53021,15
26515,51,53021,78
26516,24,53031,36
26517,70,53031,12
26518,51,53031,89
26519,62,53031,35
26520,47,53031,27
26521,29,53041,97
26522,19,53041,37
26523,75,53041,24
26524,51,53041,17
26525,56,53041,52
26526,88,53051,92
26527,9,53051,36
26528,94,53051,33
26529,51,53051,47
26530,29,53051,52
26531,15,53061,15
26532,32,53061,69
26533,64,53061,72
26534,27,53061,11
26535,20,53061,6
26536,65,53071,72
26537,44,53071,21
26538,82,53071,32
26539,99,53071,14
26540,25,53071,81
26541,59,53081,74
26542,33,53081,18
26543,29,53081,83
26544,50,53081,88
26545,92,53081,63
26546,56,53091,72
26547,68,53091,89
26548,38,53091,14
26549,38,53091,77
26550,70,53091,87
26551,98,53101,77
26552,84,53101,29
26553,94,53101,56
26554,100,53101,41
26555,19,53101,3
26556,10,53111,75
26557,10,53111,56
26558,62,53111,40
26559,5,53111,11
26560,79,53111,46
26561,32,53121,15
26562,70,53121,38
26563,95,53121,78
26564,91,53121,82
26565,28,53121,1
26566,53,53131,49
26567,69,53131,68
26568,6,53131,81
26569,96,53131,38
26570,38,53131,77
26571,46,53141,43
26572,71,53141,37
26573,45,53141,86
26574,78,53141,7
26575,13,53141,54
26576,18,53151,98
26577,95,53151,48
26578,4,53151,54
26579,43,53151,37
26580,10,53151,25
26581,100,53161,46
26582,89,53161,35
26583,27,53161,39
26584,61,53161,3
26585,97,53161,48
26586,32,53171,84
26587,39,53171,97
26588,12,53171,5
26589,67,53171,92
26590,57,53171,49
26591,61,53181,44
26592,30,53181,93
26593,11,53181,80
26594,23,53181,30
26595,22,53181,37
26596,48,53191,20
26597,26,53191,50
26598,42,53191,85
26599,48,53191,36
26600,90,53191,67
26601,23,53201,42
26602,61,53201,72
26603,38,53201,10
26604,94,53201,22
26605,12,53201,99
26606,22,53211,56
26607,31,53211,72
26608,38,53211,88
26609,65,53211,91
26610,55,53211,58
26611,46,53221,1
26612,10,53221,88
26613,77,53221,93
26614,63,53221,57
26615,89,53221,68
26616,77,53231,6
26617,3,53231,39
26618,5,53231,44
26619,15,53231,72
26620,77,53231,95
26621,51,53241,67
26622,78,53241,97
26623,42,53241,24
26624,13,53241,25
26625,34,53241,18
26626,71,53251,53
26627,67,53251,49
26628,84,53251,88
26629,27,53251,47
26630,88,53251,15
26631,86,53261,11
26632,78,53261,95
26633,80,53261,49
26634,63,53261,80
26635,54,53261,22
26636,98,53271,23
26637,58,53271,49
26638,8,53271,6
26639,95,53271,14
26640,31,53271,48
26641,30,53281,34
26642,75,53281,72
26643,48,53281,42
26644,89,53281,46
26645,23,53281,81
26646,63,53291,51
26647,79,53291,36
26648,20,53291,81
26649,19,53291,83
26650,9,53291,92
26651,87,53301,53
26652,53,53301,3
26653,68,53301,7
26654,94,53301,48
26655,10,53301,34
26656,37,53311,50
26657,17,53311,75
26658,12,53311,94
26659,34,53311,95
26660,25,53311,41
26661,5,53321,12
26662,30,53321,57
26663,15,53321,81
26664,46,53321,34
26665,39,53321,76
26666,13,53331,69
26667,66,53331,65
26668,71,53331,44
26669,59,53331,83
26670,67,53331,79
26671,77,53341,84
26672,40,53341,96
