oid,sid,time,contact_mac
24336,553,48671,33
24337,600,48671,82
24338,593,48671,37
24339,521,48671,22
24340,512,48671,84
24341,580,48681,47
24342,505,48681,43
24343,597,48681,9
24344,526,48681,83
24345,528,48681,63
24346,541,48691,1
24347,589,48691,70
24348,508,48691,82
24349,555,48691,17
24350,599,48691,35
24351,556,48701,87
24352,543,48701,92
24353,549,48701,51
24354,535,48701,46
24355,546,48701,48
24356,518,48711,85
24357,564,48711,81
24358,592,48711,39
24359,523,48711,14
24360,513,48711,48
24361,568,48721,85
24362,570,48721,59
24363,569,48721,49
24364,513,48721,35
24365,515,48721,29
24366,592,48731,99
24367,556,48731,10
24368,582,48731,82
24369,579,48731,81
24370,564,48731,91
24371,536,48741,38
24372,524,48741,88
24373,588,48741,56
24374,586,48741,77
24375,565,48741,21
24376,595,48751,12
24377,578,48751,27
24378,589,48751,40
24379,514,48751,6
24380,519,48751,77
24381,550,48761,73
24382,528,48761,37
24383,521,48761,23
24384,541,48761,29
24385,582,48761,60
24386,576,48771,85
24387,521,48771,49
24388,520,48771,5
24389,535,48771,37
24390,543,48771,12
24391,578,48781,77
24392,593,48781,18
24393,547,48781,26
24394,550,48781,27
24395,592,48781,63
24396,547,48791,49
24397,587,48791,56
24398,551,48791,24
24399,598,48791,23
24400,585,48791,76
24401,600,48801,53
24402,594,48801,85
24403,595,48801,2
24404,515,48801,13
24405,599,48801,23
24406,508,48811,82
24407,593,48811,88
24408,580,48811,14
24409,509,48811,67
24410,519,48811,52
24411,538,48821,21
24412,559,48821,31
24413,563,48821,59
24414,578,48821,54
24415,524,48821,94
24416,556,48831,93
24417,551,48831,45
24418,520,48831,67
24419,503,48831,11
24420,564,48831,70
24421,520,48841,2
24422,564,48841,13
24423,501,48841,89
24424,575,48841,95
24425,549,48841,60
24426,574,48851,1
24427,544,48851,91
24428,552,48851,7
24429,571,48851,86
24430,547,48851,82
24431,525,48861,63
24432,502,48861,60
24433,553,48861,33
24434,561,48861,79
24435,548,48861,64
24436,547,48871,52
24437,583,48871,77
24438,521,48871,40
24439,598,48871,84
24440,548,48871,13
24441,566,48881,53
24442,580,48881,47
24443,544,48881,93
24444,539,48881,80
24445,508,48881,9
24446,511,48891,48
24447,519,48891,99
24448,591,48891,61
24449,583,48891,9
24450,570,48891,51
24451,544,48901,52
24452,579,48901,75
24453,597,48901,15
24454,523,48901,77
24455,590,48901,31
24456,502,48911,57
24457,581,48911,4
24458,516,48911,77
24459,516,48911,26
24460,586,48911,70
24461,591,48921,57
24462,593,48921,79
24463,573,48921,91
24464,516,48921,83
24465,555,48921,18
24466,523,48931,6
24467,578,48931,52
24468,544,48931,96
24469,511,48931,2
24470,521,48931,90
24471,532,48941,50
24472,539,48941,60
24473,532,48941,62
24474,578,48941,21
24475,598,48941,45
24476,566,48951,85
24477,554,48951,18
24478,518,48951,13
24479,502,48951,8
24480,547,48951,96
24481,586,48961,97
24482,522,48961,96
24483,597,48961,72
24484,595,48961,89
24485,520,48961,16
24486,592,48971,66
24487,566,48971,30
24488,531,48971,63
24489,525,48971,79
24490,504,48971,39
24491,552,48981,14
24492,539,48981,12
24493,537,48981,30
24494,507,48981,94
24495,529,48981,11
24496,588,48991,41
24497,538,48991,36
24498,595,48991,31
24499,554,48991,14
24500,534,48991,73
24501,596,49001,52
24502,579,49001,35
24503,545,49001,53
24504,577,49001,56
24505,597,49001,65
24506,538,49011,62
24507,590,49011,15
24508,566,49011,58
24509,511,49011,86
24510,596,49011,52
24511,510,49021,55
24512,523,49021,28
24513,526,49021,76
24514,575,49021,62
24515,541,49021,25
24516,547,49031,56
24517,582,49031,82
24518,541,49031,57
24519,523,49031,29
24520,581,49031,20
24521,588,49041,54
24522,511,49041,78
24523,546,49041,28
24524,522,49041,37
24525,507,49041,40
24526,512,49051,5
24527,506,49051,26
24528,509,49051,63
24529,569,49051,53
24530,547,49051,8
24531,550,49061,30
24532,511,49061,28
24533,556,49061,38
24534,586,49061,50
24535,569,49061,96
24536,576,49071,24
24537,559,49071,6
24538,514,49071,40
24539,528,49071,85
24540,532,49071,27
24541,521,49081,50
24542,510,49081,6
24543,558,49081,24
24544,525,49081,25
24545,566,49081,42
24546,515,49091,61
24547,577,49091,77
24548,596,49091,57
24549,525,49091,38
24550,571,49091,98
24551,526,49101,48
24552,588,49101,93
24553,512,49101,59
24554,551,49101,35
24555,539,49101,54
24556,534,49111,34
24557,501,49111,61
24558,568,49111,43
24559,539,49111,67
24560,536,49111,33
24561,579,49121,26
24562,506,49121,30
24563,560,49121,55
24564,575,49121,91
24565,571,49121,38
24566,565,49131,19
24567,565,49131,34
24568,569,49131,60
24569,561,49131,52
24570,553,49131,10
24571,583,49141,59
24572,566,49141,78
24573,595,49141,61
24574,595,49141,11
24575,538,49141,9
24576,554,49151,16
24577,510,49151,24
24578,545,49151,22
24579,527,49151,14
24580,568,49151,98
24581,590,49161,16
24582,560,49161,75
24583,582,49161,5
24584,593,49161,42
24585,501,49161,35
24586,509,49171,46
24587,533,49171,75
24588,510,49171,82
24589,536,49171,73
24590,591,49171,85
24591,541,49181,90
24592,580,49181,9
24593,530,49181,49
24594,534,49181,15
24595,587,49181,97
24596,581,49191,28
24597,532,49191,90
24598,529,49191,61
24599,545,49191,71
24600,599,49191,60
24601,575,49201,26
24602,545,49201,11
24603,566,49201,90
24604,564,49201,60
24605,502,49201,67
24606,582,49211,12
24607,521,49211,35
24608,572,49211,47
24609,543,49211,28
24610,598,49211,93
24611,546,49221,29
24612,574,49221,42
24613,507,49221,87
24614,587,49221,56
24615,573,49221,96
24616,568,49231,45
24617,554,49231,71
24618,533,49231,55
24619,507,49231,91
24620,548,49231,24
24621,528,49241,31
24622,562,49241,38
24623,528,49241,98
24624,567,49241,94
24625,519,49241,47
24626,541,49251,81
24627,592,49251,75
24628,582,49251,3
24629,539,49251,51
24630,531,49251,22
24631,554,49261,77
24632,589,49261,14
24633,546,49261,8
24634,538,49261,56
24635,552,49261,83
24636,526,49271,92
24637,587,49271,28
24638,509,49271,44
24639,544,49271,99
24640,536,49271,31
24641,543,49281,53
24642,512,49281,77
24643,589,49281,43
24644,597,49281,54
24645,600,49281,40
24646,571,49291,73
24647,570,49291,70
24648,529,49291,4
24649,567,49291,23
24650,595,49291,19
24651,525,49301,30
24652,528,49301,79
24653,575,49301,29
24654,510,49301,85
24655,514,49301,17
24656,517,49311,42
24657,518,49311,21
24658,549,49311,98
24659,587,49311,83
24660,538,49311,38
24661,563,49321,36
24662,528,49321,84
24663,585,49321,88
24664,570,49321,67
24665,579,49321,69
24666,565,49331,5
24667,537,49331,55
24668,564,49331,62
24669,513,49331,94
24670,577,49331,32
24671,559,49341,87
24672,570,49341,65
24673,521,49341,30
24674,577,49341,28
24675,516,49341,15
24676,516,49351,14
24677,511,49351,60
24678,591,49351,92
24679,559,49351,64
24680,583,49351,55
24681,539,49361,79
24682,570,49361,70
24683,558,49361,92
24684,561,49361,67
24685,591,49361,17
24686,582,49371,61
24687,518,49371,92
24688,521,49371,48
24689,546,49371,91
24690,575,49371,25
24691,563,49381,15
24692,527,49381,55
24693,570,49381,79
24694,576,49381,17
24695,528,49381,50
24696,593,49391,46
24697,549,49391,53
24698,554,49391,44
24699,544,49391,79
24700,575,49391,69
24701,586,49401,80
24702,524,49401,59
24703,595,49401,73
24704,525,49401,37
24705,522,49401,27
24706,533,49411,11
24707,563,49411,78
24708,565,49411,63
24709,575,49411,43
24710,589,49411,12
24711,571,49421,31
24712,521,49421,81
24713,535,49421,42
24714,568,49421,10
24715,538,49421,48
24716,562,49431,18
24717,559,49431,88
24718,515,49431,73
24719,533,49431,54
24720,590,49431,22
24721,540,49441,64
24722,575,49441,15
24723,506,49441,26
24724,511,49441,80
24725,537,49441,74
24726,556,49451,73
24727,574,49451,74
24728,582,49451,20
24729,509,49451,41
24730,523,49451,67
24731,561,49461,20
24732,542,49461,70
24733,575,49461,91
24734,509,49461,33
24735,566,49461,30
24736,551,49471,36
24737,505,49471,58
24738,524,49471,22
24739,538,49471,92
24740,589,49471,24
24741,550,49481,43
24742,596,49481,42
24743,525,49481,29
24744,563,49481,64
24745,570,49481,17
24746,511,49491,84
24747,556,49491,66
24748,584,49491,76
24749,548,49491,79
24750,545,49491,71
24751,526,49501,27
24752,560,49501,97
24753,583,49501,50
24754,505,49501,61
24755,556,49501,83
24756,554,49511,10
24757,561,49511,46
24758,569,49511,2
24759,564,49511,44
24760,566,49511,61
24761,534,49521,1
24762,592,49521,68
24763,505,49521,52
24764,533,49521,92
24765,599,49521,62
24766,567,49531,78
24767,535,49531,77
24768,540,49531,25
24769,579,49531,26
24770,521,49531,6
24771,504,49541,29
24772,588,49541,31
24773,522,49541,69
24774,562,49541,15
24775,561,49541,6
24776,585,49551,79
24777,563,49551,45
24778,563,49551,50
24779,572,49551,68
24780,534,49551,98
24781,555,49561,55
24782,585,49561,22
24783,526,49561,46
24784,514,49561,93
24785,594,49561,48
24786,523,49571,66
24787,526,49571,51
24788,593,49571,44
24789,577,49571,19
24790,562,49571,89
24791,595,49581,93
24792,564,49581,99
24793,553,49581,49
24794,592,49581,11
24795,539,49581,28
24796,557,49591,87
24797,531,49591,91
24798,538,49591,62
24799,533,49591,26
24800,520,49591,81
24801,526,49601,75
24802,503,49601,4
24803,561,49601,26
24804,536,49601,59
24805,552,49601,12
24806,579,49611,57
24807,525,49611,76
24808,588,49611,35
24809,546,49611,60
24810,516,49611,79
24811,584,49621,37
24812,579,49621,8
24813,550,49621,41
24814,541,49621,26
24815,595,49621,4
24816,517,49631,98
24817,576,49631,36
24818,531,49631,69
24819,514,49631,80
24820,573,49631,41
24821,506,49641,63
24822,509,49641,51
24823,553,49641,75
24824,552,49641,90
24825,563,49641,12
24826,516,49651,61
24827,552,49651,50
24828,533,49651,88
24829,575,49651,56
24830,502,49651,97
24831,502,49661,78
24832,527,49661,19
24833,531,49661,23
24834,569,49661,35
24835,567,49661,18
24836,559,49671,24
24837,509,49671,37
24838,577,49671,27
24839,564,49671,81
24840,520,49671,84
24841,535,49681,95
24842,535,49681,41
24843,597,49681,90
24844,505,49681,76
24845,580,49681,88
24846,529,49691,84
24847,514,49691,50
24848,510,49691,20
24849,564,49691,27
24850,577,49691,91
24851,527,49701,81
24852,561,49701,82
24853,546,49701,54
24854,598,49701,69
24855,557,49701,47
24856,583,49711,33
24857,534,49711,17
24858,542,49711,53
24859,569,49711,3
24860,526,49711,96
24861,519,49721,63
24862,589,49721,98
24863,585,49721,89
24864,545,49721,52
24865,577,49721,46
24866,567,49731,96
24867,591,49731,76
24868,568,49731,53
24869,570,49731,24
24870,520,49731,26
24871,598,49741,73
24872,545,49741,72
24873,565,49741,75
24874,518,49741,85
24875,550,49741,76
24876,513,49751,51
24877,583,49751,57
24878,514,49751,60
24879,512,49751,87
24880,524,49751,70
24881,501,49761,58
24882,549,49761,92
24883,550,49761,50
24884,553,49761,93
24885,558,49761,95
24886,518,49771,71
24887,556,49771,1
24888,515,49771,35
24889,505,49771,23
24890,523,49771,28
24891,545,49781,85
24892,517,49781,65
24893,587,49781,10
24894,587,49781,7
24895,530,49781,23
24896,552,49791,5
24897,560,49791,3
24898,539,49791,52
24899,533,49791,71
24900,587,49791,78
24901,534,49801,5
24902,589,49801,81
24903,566,49801,4
24904,524,49801,40
24905,580,49801,42
24906,516,49811,59
24907,598,49811,92
24908,519,49811,30
24909,583,49811,87
24910,596,49811,9
24911,540,49821,42
24912,569,49821,47
24913,529,49821,46
24914,590,49821,94
24915,545,49821,62
24916,516,49831,87
24917,529,49831,51
24918,555,49831,64
24919,515,49831,73
24920,544,49831,83
24921,505,49841,89
24922,513,49841,34
24923,549,49841,11
24924,526,49841,49
24925,515,49841,46
24926,510,49851,7
24927,537,49851,9
24928,569,49851,77
24929,534,49851,87
24930,591,49851,69
24931,539,49861,70
24932,520,49861,63
24933,589,49861,18
24934,564,49861,5
24935,549,49861,4
24936,582,49871,80
24937,589,49871,21
24938,530,49871,59
24939,560,49871,25
24940,508,49871,99
24941,516,49881,88
24942,585,49881,35
24943,503,49881,75
24944,503,49881,53
24945,503,49881,3
24946,562,49891,57
24947,556,49891,66
24948,535,49891,89
24949,513,49891,49
24950,571,49891,99
24951,566,49901,38
24952,504,49901,64
24953,598,49901,82
24954,529,49901,89
24955,518,49901,56
24956,523,49911,97
24957,590,49911,38
24958,511,49911,89
24959,531,49911,37
24960,597,49911,36
24961,578,49921,36
24962,535,49921,61
24963,538,49921,9
24964,513,49921,88
24965,552,49921,95
24966,575,49931,99
24967,572,49931,68
24968,587,49931,41
24969,540,49931,55
24970,557,49931,45
24971,511,49941,6
24972,568,49941,4
24973,596,49941,2
24974,597,49941,11
24975,532,49941,29
24976,515,49951,41
24977,510,49951,42
24978,568,49951,96
24979,542,49951,63
24980,512,49951,65
24981,546,49961,71
24982,534,49961,79
24983,530,49961,66
24984,572,49961,83
24985,504,49961,41
24986,524,49971,66
24987,531,49971,95
24988,560,49971,61
24989,532,49971,31
24990,550,49971,86
24991,555,49981,35
24992,567,49981,95
24993,558,49981,77
24994,503,49981,21
24995,515,49981,85
24996,556,49991,95
24997,580,49991,97
24998,529,49991,92
24999,543,49991,61
25000,587,49991,84
25001,532,50001,14
25002,590,50001,47
25003,515,50001,97
25004,536,50001,45
25005,516,50001,81
25006,585,50011,8
25007,526,50011,29
25008,531,50011,26
25009,584,50011,68
25010,549,50011,54
25011,554,50021,31
25012,513,50021,19
25013,550,50021,95
25014,556,50021,27
25015,514,50021,7
25016,549,50031,66
25017,596,50031,86
25018,592,50031,52
25019,533,50031,73
25020,537,50031,95
25021,513,50041,77
25022,528,50041,41
25023,528,50041,34
25024,583,50041,60
25025,573,50041,47
25026,523,50051,60
25027,555,50051,11
25028,571,50051,5
25029,512,50051,98
25030,567,50051,19
25031,546,50061,74
25032,571,50061,92
25033,597,50061,50
25034,547,50061,93
25035,522,50061,68
25036,551,50071,44
25037,541,50071,5
25038,525,50071,73
25039,533,50071,12
25040,555,50071,79
25041,580,50081,47
25042,593,50081,38
25043,544,50081,99
25044,520,50081,71
25045,568,50081,70
25046,591,50091,67
25047,555,50091,91
25048,577,50091,42
25049,573,50091,51
25050,573,50091,96
25051,575,50101,82
25052,583,50101,99
25053,543,50101,49
25054,557,50101,28
25055,572,50101,2
25056,560,50111,32
25057,599,50111,12
25058,528,50111,82
25059,593,50111,9
25060,580,50111,63
25061,588,50121,90
25062,569,50121,57
25063,593,50121,86
25064,547,50121,52
25065,587,50121,9
25066,529,50131,90
25067,516,50131,63
25068,584,50131,65
25069,585,50131,15
25070,539,50131,4
25071,599,50141,99
25072,501,50141,56
25073,543,50141,87
25074,554,50141,36
25075,514,50141,50
25076,508,50151,13
25077,563,50151,51
25078,583,50151,15
25079,583,50151,25
25080,580,50151,76
25081,543,50161,23
25082,534,50161,57
25083,539,50161,99
25084,541,50161,63
25085,526,50161,13
25086,591,50171,54
25087,567,50171,72
25088,502,50171,87
25089,537,50171,58
25090,508,50171,6
25091,596,50181,63
25092,554,50181,97
25093,579,50181,43
25094,573,50181,1
25095,556,50181,51
25096,593,50191,94
25097,508,50191,54
25098,562,50191,87
25099,552,50191,37
25100,529,50191,95
25101,520,50201,16
25102,573,50201,80
25103,506,50201,44
25104,579,50201,64
25105,587,50201,93
25106,566,50211,18
25107,526,50211,7
25108,597,50211,21
25109,561,50211,4
25110,573,50211,97
25111,518,50221,38
25112,535,50221,74
25113,535,50221,12
25114,535,50221,48
25115,554,50221,79
25116,508,50231,95
25117,507,50231,42
25118,545,50231,48
25119,503,50231,34
25120,558,50231,44
25121,501,50241,43
25122,537,50241,29
25123,537,50241,70
25124,588,50241,99
25125,597,50241,26
25126,529,50251,46
25127,574,50251,18
25128,509,50251,14
25129,572,50251,89
25130,571,50251,75
25131,593,50261,78
25132,575,50261,89
25133,566,50261,96
25134,582,50261,61
25135,562,50261,4
25136,577,50271,74
25137,600,50271,62
25138,599,50271,98
25139,573,50271,70
25140,599,50271,55
25141,546,50281,79
25142,509,50281,64
25143,508,50281,35
25144,597,50281,71
25145,581,50281,92
25146,539,50291,88
25147,559,50291,41
25148,524,50291,52
25149,565,50291,79
25150,590,50291,1
25151,585,50301,38
25152,536,50301,73
25153,572,50301,8
25154,560,50301,10
25155,550,50301,94
25156,504,50311,22
25157,530,50311,34
25158,511,50311,99
25159,523,50311,64
25160,579,50311,49
25161,541,50321,58
25162,540,50321,36
25163,568,50321,68
25164,599,50321,82
25165,541,50321,40
25166,501,50331,72
25167,564,50331,95
25168,599,50331,5
25169,521,50331,24
25170,521,50331,48
25171,583,50341,84
25172,568,50341,59
25173,508,50341,92
25174,539,50341,1
25175,543,50341,37
25176,511,50351,21
25177,510,50351,52
25178,572,50351,62
25179,537,50351,63
25180,504,50351,81
25181,579,50361,53
25182,525,50361,57
25183,548,50361,44
25184,547,50361,75
25185,594,50361,66
25186,569,50371,99
25187,571,50371,98
25188,581,50371,28
25189,597,50371,12
25190,566,50371,31
25191,555,50381,74
25192,563,50381,58
25193,542,50381,78
25194,520,50381,82
25195,530,50381,62
25196,508,50391,55
25197,537,50391,45
25198,551,50391,79
25199,506,50391,63
25200,586,50391,22
25201,541,50401,55
25202,547,50401,56
25203,568,50401,23
25204,572,50401,35
25205,546,50401,9
25206,570,50411,12
25207,513,50411,32
25208,583,50411,60
25209,589,50411,11
25210,562,50411,4
25211,585,50421,97
25212,582,50421,16
25213,582,50421,15
25214,570,50421,77
25215,509,50421,72
25216,530,50431,4
25217,578,50431,67
25218,555,50431,88
25219,548,50431,7
25220,549,50431,19
25221,527,50441,25
25222,525,50441,50
25223,588,50441,93
25224,523,50441,45
25225,534,50441,63
25226,580,50451,54
25227,572,50451,27
25228,559,50451,9
25229,542,50451,24
25230,552,50451,8
25231,516,50461,98
25232,536,50461,45
25233,585,50461,43
25234,587,50461,34
25235,536,50461,29
25236,592,50471,75
25237,550,50471,94
25238,597,50471,50
25239,571,50471,72
25240,557,50471,80
25241,571,50481,43
25242,575,50481,25
25243,526,50481,35
25244,577,50481,78
25245,552,50481,97
25246,575,50491,55
25247,537,50491,82
25248,568,50491,63
25249,554,50491,14
25250,501,50491,79
25251,559,50501,61
25252,511,50501,3
25253,522,50501,25
25254,559,50501,88
25255,576,50501,66
25256,540,50511,8
25257,577,50511,81
25258,524,50511,56
25259,575,50511,72
25260,577,50511,62
25261,595,50521,16
25262,594,50521,62
25263,542,50521,37
25264,585,50521,67
25265,580,50521,85
25266,543,50531,81
25267,505,50531,97
25268,558,50531,63
25269,532,50531,55
25270,580,50531,96
25271,504,50541,56
25272,562,50541,99
25273,517,50541,62
25274,512,50541,11
25275,522,50541,34
25276,532,50551,20
25277,563,50551,92
25278,533,50551,10
25279,582,50551,21
25280,541,50551,13
25281,591,50561,31
25282,551,50561,89
25283,526,50561,92
25284,523,50561,99
25285,600,50561,33
25286,532,50571,14
25287,556,50571,40
25288,582,50571,68
25289,570,50571,42
25290,530,50571,87
25291,553,50581,46
25292,546,50581,42
25293,594,50581,72
25294,502,50581,21
25295,519,50581,84
25296,510,50591,25
25297,546,50591,5
25298,564,50591,29
25299,545,50591,61
25300,569,50591,71
25301,570,50601,76
25302,521,50601,88
25303,507,50601,13
25304,501,50601,21
25305,560,50601,36
25306,541,50611,95
25307,579,50611,84
25308,586,50611,96
25309,562,50611,98
25310,511,50611,13
25311,503,50621,2
25312,579,50621,12
25313,574,50621,45
25314,520,50621,60
25315,567,50621,72
25316,598,50631,20
25317,582,50631,65
25318,585,50631,6
25319,503,50631,43
25320,585,50631,29
25321,512,50641,52
25322,529,50641,43
25323,527,50641,58
25324,507,50641,69
25325,533,50641,14
25326,572,50651,98
25327,552,50651,66
25328,534,50651,55
25329,548,50651,53
25330,539,50651,9
25331,586,50661,36
25332,558,50661,84
25333,530,50661,11
25334,581,50661,85
25335,501,50661,88
25336,586,50671,25
25337,520,50671,27
25338,533,50671,18
25339,598,50671,15
25340,592,50671,97
25341,579,50681,63
25342,513,50681,94
25343,591,50681,24
25344,600,50681,26
25345,591,50681,60
25346,571,50691,48
25347,549,50691,4
25348,596,50691,94
25349,581,50691,61
25350,509,50691,64
25351,571,50701,86
25352,569,50701,51
25353,517,50701,66
25354,566,50701,5
25355,534,50701,80
25356,516,50711,81
25357,574,50711,25
25358,511,50711,15
25359,511,50711,5
25360,581,50711,21
25361,501,50721,17
25362,507,50721,96
25363,558,50721,49
25364,547,50721,28
25365,567,50721,69
25366,584,50731,76
25367,573,50731,43
25368,574,50731,4
25369,550,50731,6
25370,531,50731,61
25371,509,50741,84
25372,502,50741,90
25373,574,50741,29
25374,597,50741,15
25375,547,50741,5
25376,553,50751,37
25377,502,50751,13
25378,588,50751,48
25379,589,50751,22
25380,549,50751,70
25381,504,50761,66
25382,593,50761,71
25383,571,50761,33
25384,538,50761,49
25385,586,50761,10
25386,526,50771,63
25387,589,50771,22
25388,532,50771,10
25389,512,50771,42
25390,510,50771,56
25391,532,50781,46
25392,553,50781,32
25393,561,50781,38
25394,597,50781,55
25395,551,50781,31
25396,512,50791,55
25397,561,50791,96
25398,553,50791,50
25399,558,50791,69
25400,591,50791,93
25401,558,50801,71
25402,562,50801,90
25403,589,50801,94
25404,556,50801,47
25405,571,50801,95
25406,505,50811,87
25407,528,50811,75
25408,599,50811,61
25409,511,50811,58
25410,535,50811,83
25411,509,50821,34
25412,509,50821,29
25413,595,50821,25
25414,544,50821,77
25415,515,50821,10
25416,536,50831,75
25417,600,50831,73
25418,521,50831,55
25419,514,50831,27
25420,539,50831,25
25421,533,50841,71
25422,556,50841,49
25423,534,50841,95
25424,522,50841,63
25425,517,50841,43
25426,585,50851,72
25427,501,50851,55
25428,559,50851,21
25429,514,50851,94
25430,511,50851,66
25431,560,50861,1
25432,577,50861,48
25433,548,50861,5
25434,582,50861,96
25435,596,50861,24
25436,511,50871,84
25437,572,50871,78
25438,528,50871,61
25439,503,50871,93
25440,563,50871,46
25441,566,50881,64
25442,577,50881,4
25443,527,50881,66
25444,564,50881,49
25445,531,50881,32
25446,548,50891,76
25447,586,50891,14
25448,568,50891,13
25449,555,50891,20
25450,568,50891,30
25451,537,50901,14
25452,516,50901,9
25453,521,50901,28
25454,541,50901,63
25455,533,50901,71
25456,549,50911,63
25457,507,50911,8
25458,565,50911,62
25459,520,50911,14
25460,520,50911,77
25461,546,50921,8
25462,511,50921,83
25463,592,50921,32
25464,511,50921,47
25465,562,50921,86
25466,522,50931,18
25467,593,50931,59
25468,554,50931,29
25469,591,50931,24
25470,565,50931,37
25471,524,50941,39
25472,558,50941,78
25473,512,50941,37
25474,509,50941,74
25475,549,50941,67
25476,548,50951,91
25477,564,50951,34
25478,502,50951,73
25479,579,50951,18
25480,524,50951,19
25481,514,50961,42
25482,539,50961,7
25483,597,50961,78
25484,552,50961,56
25485,503,50961,64
25486,543,50971,61
25487,597,50971,55
25488,571,50971,34
25489,557,50971,30
25490,569,50971,92
25491,579,50981,21
25492,540,50981,22
25493,531,50981,96
25494,518,50981,74
25495,528,50981,17
25496,597,50991,40
25497,569,50991,8
25498,599,50991,80
25499,574,50991,33
25500,517,50991,84
25501,576,51001,49
25502,549,51001,80
25503,568,51001,2
25504,594,51001,43
25505,544,51001,73
25506,585,51011,55
25507,539,51011,65
25508,551,51011,41
25509,597,51011,69
25510,570,51011,96
25511,599,51021,21
25512,537,51021,16
25513,514,51021,40
25514,578,51021,32
25515,594,51021,41
25516,516,51031,75
25517,501,51031,30
25518,517,51031,41
25519,522,51031,32
25520,525,51031,92
25521,508,51041,62
25522,525,51041,76
25523,516,51041,43
25524,558,51041,83
25525,540,51041,79
25526,545,51051,39
25527,599,51051,56
25528,595,51051,90
25529,530,51051,13
25530,584,51051,64
25531,581,51061,48
25532,543,51061,46
25533,574,51061,35
25534,562,51061,94
25535,557,51061,75
25536,509,51071,35
25537,536,51071,46
25538,550,51071,10
25539,575,51071,8
25540,589,51071,47
25541,557,51081,96
25542,554,51081,19
25543,525,51081,24
25544,563,51081,16
25545,542,51081,82
25546,562,51091,12
25547,560,51091,66
25548,600,51091,89
25549,598,51091,72
25550,515,51091,80
25551,533,51101,41
25552,563,51101,4
25553,533,51101,88
25554,558,51101,85
25555,585,51101,84
25556,533,51111,23
25557,517,51111,87
25558,524,51111,10
25559,577,51111,49
25560,566,51111,67
25561,592,51121,2
25562,587,51121,93
25563,529,51121,68
25564,571,51121,30
25565,591,51121,80
25566,600,51131,84
25567,508,51131,47
25568,534,51131,20
25569,595,51131,49
25570,522,51131,3
25571,555,51141,34
25572,536,51141,36
25573,555,51141,56
25574,520,51141,3
25575,573,51141,59
25576,548,51151,46
25577,594,51151,50
25578,547,51151,27
25579,519,51151,17
25580,567,51151,61
25581,583,51161,94
25582,583,51161,75
25583,541,51161,68
25584,586,51161,69
25585,549,51161,96
25586,575,51171,98
25587,590,51171,55
25588,576,51171,5
25589,514,51171,94
25590,515,51171,10
25591,599,51181,13
25592,525,51181,95
25593,549,51181,96
25594,503,51181,65
25595,582,51181,11
25596,565,51191,61
25597,585,51191,6
25598,527,51191,97
25599,521,51191,28
25600,572,51191,38
25601,548,51201,23
25602,544,51201,47
25603,528,51201,14
25604,522,51201,63
25605,542,51201,76
25606,551,51211,4
25607,512,51211,9
25608,532,51211,79
25609,564,51211,66
25610,523,51211,94
25611,539,51221,70
25612,505,51221,84
25613,503,51221,36
25614,520,51221,65
25615,546,51221,51
25616,595,51231,49
25617,573,51231,57
25618,549,51231,74
25619,577,51231,37
25620,566,51231,33
25621,528,51241,25
25622,557,51241,27
25623,572,51241,73
25624,556,51241,46
25625,512,51241,14
25626,580,51251,90
25627,592,51251,85
25628,510,51251,74
25629,564,51251,20
25630,590,51251,76
25631,569,51261,66
25632,506,51261,94
25633,558,51261,76
25634,520,51261,71
25635,520,51261,45
25636,573,51271,42
25637,569,51271,27
25638,544,51271,48
25639,567,51271,57
25640,564,51271,16
25641,534,51281,49
25642,552,51281,86
25643,535,51281,90
25644,520,51281,51
25645,523,51281,28
25646,557,51291,9
25647,514,51291,63
25648,510,51291,70
25649,533,51291,81
25650,553,51291,88
25651,562,51301,16
25652,592,51301,14
25653,589,51301,3
25654,513,51301,92
25655,564,51301,27
25656,583,51311,17
25657,560,51311,82
25658,557,51311,41
25659,503,51311,29
25660,523,51311,51
25661,558,51321,67
25662,592,51321,81
25663,547,51321,13
25664,588,51321,31
25665,595,51321,23
25666,505,51331,48
25667,541,51331,3
25668,558,51331,66
25669,549,51331,74
25670,528,51331,34
25671,537,51341,43
25672,558,51341,45
25673,582,51341,26
25674,548,51341,29
25675,597,51341,19
25676,562,51351,7
25677,578,51351,6
25678,504,51351,84
25679,559,51351,42
25680,545,51351,36
25681,549,51361,43
25682,561,51361,49
25683,513,51361,54
25684,545,51361,79
25685,594,51361,70
25686,563,51371,85
25687,523,51371,94
25688,522,51371,51
25689,535,51371,19
25690,575,51371,11
25691,590,51381,21
25692,531,51381,11
25693,531,51381,5
25694,574,51381,45
25695,534,51381,97
25696,526,51391,41
25697,570,51391,87
25698,538,51391,71
25699,541,51391,29
25700,571,51391,61
25701,575,51401,88
25702,504,51401,73
25703,566,51401,56
25704,596,51401,39
25705,597,51401,47
25706,543,51411,37
25707,559,51411,71
25708,501,51411,31
25709,571,51411,77
25710,540,51411,53
25711,511,51421,10
25712,562,51421,79
25713,553,51421,17
25714,506,51421,86
25715,537,51421,23
25716,534,51431,14
25717,507,51431,34
25718,577,51431,50
25719,600,51431,68
25720,510,51431,82
25721,579,51441,9
25722,591,51441,68
25723,516,51441,46
25724,569,51441,20
25725,558,51441,14
25726,531,51451,27
25727,554,51451,49
25728,527,51451,16
25729,547,51451,51
25730,580,51451,60
25731,568,51461,7
25732,552,51461,37
25733,524,51461,48
